Source,Target
red-tailed hawk,buteo jamaicensis
red-tailed hawk,redtail
red-veined pie plant,himalayan rhubarb
red-veined pie plant,indian rhubarb
red-veined pie plant,rheum australe
red-veined pie plant,rheum emodi
red-winged blackbird,agelaius phoeniceus
red-winged blackbird,redwing
red admiral,vanessa atalanta
red alder,alnus rubra
red alder,oregon alder
red amaranth,amaranthus cruentus
red amaranth,amaranthus hybridus erythrostachys
red amaranth,amaranthus hybridus hypochondriacus
red angel's trumpet,brugmansia sanguinea
red angel's trumpet,datura sanguinea
red ash,fraxinus pennsylvanica
red baneberry,actaea rubra
red baneberry,redberry
red baneberry,snakeberry
red bat,lasiurus borealis
red bay,persea borbonia
red bearberry,arctostaphylos uva-ursi
red bearberry,sand berry
red bearberry,sandberry
red bearberry,wild cranberry
red beech,american beech
red beech,fagus americana
red beech,fagus grandifolia
red beech,heritiera trifoliolata
red beech,silky elm
red beech,stave wood
red beech,terrietia trifoliolata
red beech,white beech
red birch,betula nigra
red birch,river birch
red bird's eye,lychnis dioica
red bird's eye,red campion
red bird's eye,silene dioica
red blood cell,rbc
red bone marrow,red marrow
red bryony,bryonia dioica
red bryony,wild hop
red campion,lychnis dioica
red campion,silene dioica
red cedar,calocedrus decurrens
red cedar,juniperus virginiana
red cedar,libocedrus decurrens
red cedar,red juniper
red cedar,thuja plicata
red cedar,western red cedar
red cent,shit
red cent,tinker's dam
red cent,tinker's damn
red clover,trifolium pratense
red cole,armoracia rusticana
red currant,ribes rubrum
red cypress pine,callitris calcarata
red cypress pine,callitris endlicheri
red dagga,cape dagga
red dagga,leonotis leonurus
red dagga,wilde dagga
red deer,american elk
red deer,cervus elaphus
red deer,wapiti
red devil,secobarbital
red devil,secobarbital sodium
red devil,seconal
red dogwood,american dogwood
red dogwood,common european dogwood
red dogwood,cornus sanguinea
red dogwood,cornus stolonifera
red dogwood,red osier
red dogwood,red osier dogwood
red dogwood,redbrush
red drum,redfish
red drum,sciaenops ocellatus
red dwarf,red dwarf star
red eft,notophthalmus viridescens
red elm,september elm
red elm,slippery elm
red elm,ulmus rubra
red elm,ulmus serotina
red false mallow,malvastrum coccineum
red false mallow,sphaeralcea coccinea
red fox,celosia argentea
red fox,vulpes fulva
red fox,vulpes vulpes
red giant,red giant star
red ginger,alpinia purpurata
red goatfish,mullus auratus
red goosefoot,chenopodium hybridum
red goosefoot,chenopodium rubrum
red goosefoot,french spinach
red goosefoot,sowbane
red gram,cajanus cajan
red grouse,lagopus scoticus
red gum,american sweet gum
red gum,eucalyptus amygdalina
red gum,eucalyptus calophylla
red gum,liquidambar styraciflua
red gum,satin walnut
red gum,sweet gum
red gum,sweet gum tree
red haw,crataegus coccinea
red haw,crataegus coccinea mollis
red haw,crataegus mollis
red haw,crataegus pedicellata
red helleborine,cephalanthera rubra
red herring,smoked herring
red jungle fowl,gallus gallus
red juniper,juniperus virginiana
red kauri,agathis lanceolata
red lauan,red lauan tree
red lauan,shorea teysmanniana
red lauan tree,shorea teysmanniana
red light,warning light
red maids,calandrinia ciliata
red maids,redmaids
red man,injun
red man,redskin
red maple,acer rubrum
red maple,scarlet maple
red maple,swamp maple
red morning-glory,ipomoea coccinea
red morning-glory,star ipomoea
red mulberry,morus rubra
red mullet,mullus surmuletus
red mullet,surmullet
red osier,american dogwood
red osier,cornus stolonifera
red osier,red osier dogwood
red osier,red willow
red osier,redbrush
red osier,salix purpurea
red osier dogwood,american dogwood
red osier dogwood,cornus stolonifera
red osier dogwood,redbrush
red panda,ailurus fulgens
red pepper,tabasco
red periwinkle,cape periwinkle
red periwinkle,catharanthus roseus
red periwinkle,madagascar periwinkle
red periwinkle,rose periwinkle
red periwinkle,vinca rosea
red phalarope,phalaropus fulicarius
red pimpernel,anagallis arvensis
red pimpernel,scarlet pimpernel
red pine,canadian red pine
red pine,dacrydium cupressinum
red pine,pinus resinosa
red pine,rimu
red porgy,pagrus pagrus
red rat snake,elaphe guttata
red rockfish,sebastodes ruberrimus
red salmon,oncorhynchus nerka
red salmon,sockeye
red salmon,sockeye salmon
red sandalwood,adenanthera pavonina
red sandalwood,barbados pride
red sandalwood,pterocarpus santalinus
red sandalwood,red sanders
red sandalwood,red sanderswood
red sandalwood,red saunders
red sandalwood,ruby wood
red sanders,pterocarpus santalinus
red sanders,red sanderswood
red sanders,red saunders
red sanderswood,pterocarpus santalinus
red sanderswood,red saunders
red saunders,pterocarpus santalinus
red setter,irish setter
red shift,redshift
red shrubby penstemon,redwood penstemon
red silk-cotton tree,bombax ceiba
red silk-cotton tree,bombax malabarica
red silk-cotton tree,simal
red silver fir,abies amabilis
red silver fir,christmas tree
red silver fir,pacific silver fir
red silver fir,white fir
red siskin,carduelis cucullata
red snapper,lutjanus blackfordi
red sorrel,hibiscus sabdariffa
red sorrel,jamaica sorrel
red sorrel,roselle
red sorrel,rozelle
red spider,panonychus ulmi
red spider,red spider mite
red spider mite,panonychus ulmi
red spruce,picea rubens
red spruce,yellow spruce
red squirrel,american red squirrel
red squirrel,sciurus hudsonicus
red squirrel,sciurus vulgaris
red squirrel,spruce squirrel
red squirrel,tamiasciurus hudsonicus
red trillium,sessile trillium
red trillium,toadshade
red trillium,trillium erectum
red trillium,trillium sessile
red underwing,catocala nupta
red valerian,centranthus ruber
red valerian,french honeysuckle
red willow,salix purpurea
red wolf,canis niger
red wolf,canis rufus
red worm,wiggler
redact,edited
redact,framed
redact,redactor
redact,rewrite man
redactor,rewrite man
redbelly,pseudemys rubriventris
redberry,actaea rubra
redberry,rhamnus croceus
redberry,snakeberry
redbird,cardinalis cardinalis
redbird,piranga olivacea
redbird,richmondena cardinalis
redbird,scarlet tanager
redbird cactus,jew-bush
redbird cactus,jew bush
redbird cactus,jewbush
redbird cactus,pedilanthus tithymaloides
redbird cactus,redbird flower
redbird flower,jew-bush
redbird flower,jew bush
redbird flower,jewbush
redbird flower,pedilanthus tithymaloides
redbreast,erithacus rubecola
redbreast,old world robin
redbreast,robin
redbreast,robin redbreast
redbrush,american dogwood
redbrush,cornus stolonifera
redbud,cercis canadensis
reddish brown,sepia
reddish brown,venetian red
reddish purple,royal purple
reddle,ruddle
redemption,repurchase
redemption,salvation
redeployment,redisposition
redevelopment,renovation
redeye,redeye flight
redfin pickerel,esox americanus
redfish,rosefish
redfish,sciaenops ocellatus
redhead,aythya americana
redhead,melanerpes erythrocephalus
redhead,redheaded woodpecker
redheaded woodpecker,melanerpes erythrocephalus
redhorse,redhorse sucker
redirect examination,reexamination
redmaids,calandrinia ciliata
redneck,crackers
redpoll,carduelis flammea
redpoll,carduelis hornemanni
redress,compensated
redress,remediation
redress,restitution
redroot,sanguinaria canadensis
redroot,tetterwort
redshank,tringa totanus
redstart,american redstart
redstart,redtail
redstart,setophaga ruticilla
redstem storksbill,erodium cicutarium
redtail,buteo jamaicensis
reduced instruction set computer,risc
reducer,reducing agent
reducer,reductant
reducing agent,reductant
reductio,reductio ad absurdum
redwing,agelaius phoeniceus
redwing,turdus iliacus
redwood,sequoia
redwood family,subfamily taxodiaceae
redwood family,taxodiaceae
reed,reed instrument
reed,vibrating reed
reed bunting,emberiza schoeniclus
reed canary grass,phalaris arundinacea
reed canary grass,ribbon grass
reed mace,reedmace
reed mace,typha latifolia
reed meadow grass,glyceria grandis
reed rhapis,rhapis humilis
reed rhapis,slender lady palm
reedbird,acrocephalus schoenobaenus
reedbird,dolichonyx oryzivorus
reedbird,ricebird
reedbird,sedge bird
reedbird,sedge warbler
reedbird,sedge wren
reedmace,typha latifolia
reef squirrelfish,holocentrus coruscus
reef whitetip shark,triaenodon obseus
reef whitetip shark,whitetip shark
reefer,spliff
reefer,stick
reek,fumed
reek,reeking
reek,smelling
reek,stinking
reek,smack
reek,smelt
reek,stench
reek,stink
reel,keeled
reel,staggering
reel,scottish reel
reel,spin
reel,spool
reel,swag
reel,virginia reel
reel,whirl
reel,gyrate
reel,spin around
reeler,totterer
reenforcement,reinforcement
reentering angle,reentrant angle
reentering polygon,reentrant polygon
reexamination,review
ref,referee
referee,umpire
referee,peer review
reference,referenced
reference,reference book
reference,reference point
reference,reference work
reference,source
reference book,reference work
reference frame,reference system
refill,fill again
refill,replenish
refilling,renewal
refilling,replenishment
refined sugar,sugar
refinement,shade
refinement,subtlety
reflectance,reflection factor
reflecting telescope,reflector
reflex action,reflex response
reflex action,unconditioned reflex
reflex response,unconditioned reflex
reflexion,rumination
reform school,training school
refractory anaemia,refractory anemia
refrain,forbearing
refrain,abstain
refrain,desist
refresher,refresher course
refuge,resort
refuge,safety
refuge,sanctuary
refund,returning
refund,repayment
refund,give back
refund,repay
refurbishment,renovation
refuse,rejected
refuse,defy
refuse,deny
refuse,pass up
refuse,resist
refuse,turn away
refuse,turn down
refuse heap,rubbish heap
refuse heap,scrapheap
refuse heap,trash heap
refuse heap,trash pile
regaining,restitution
regaining,return
regard,affected
regard,considered
regard,involved
regard,seeing
regard,reckoning
regard,respect
regard,saw
regard,view
regard,wish
regime,regimen
regional anaesthesia,regional anesthesia
regional anatomy,topographic anatomy
regional anatomy,topology
regional enteritis,crohn's disease
regional enteritis,regional ileitis
regional ileitis,crohn's disease
register,recorded
register,registered
register,file
register,read
register,registry
register,show
register,cross-file
registered mail,registered post
registered nurse,rn
regnellidium,regnellidium diphyllum
regress,lapsed
regress,returning
regress,reverting
regress,relapse
regress,retrogression
regress,retroversion
regress,fall back
regress,recidivate
regress,retrogress
regress,retrovert
regress,turn back
regression curve,regression line
regression equation,regression of y on x
regression toward the mean,simple regression
regression toward the mean,statistical regression
regret,rue
regret,ruefulness
regret,sorrow
regret,repent
regular convex polyhedron,platonic body
regular convex polyhedron,platonic solid
regular convex polyhedron,regular convex solid
regular convex polyhedron,regular polyhedron
regular convex solid,platonic body
regular convex solid,platonic solid
regular convex solid,regular polyhedron
regular polyhedron,platonic body
regular polyhedron,platonic solid
regular recurrence,rhythm
regulator gene,regulatory gene
regulatory agency,regulatory authority
regulatory offence,regulatory offense
regulatory offence,statutory offence
regulatory offence,statutory offense
regulatory offense,statutory offence
regulatory offense,statutory offense
regur,regur soil
regurgitation,vomit
rehabilitation,renewal
reharmonisation,reharmonization
rehash,hash over
rehearing,relistening
reign,dominated
reign,predominate
reign,prevailing
reign,reigning
reign,ruled
reign,sovereignty
rein,harnessed
rein,ruled
rein,draw rein
rein,rein in
rein orchid,rein orchis
reincarnation,renascence
reindeer,greenland caribou
reindeer,rangifer tarandus
reindeer lichen,cladonia rangiferina
reindeer lichen,reindeer moss
reindeer moss,cladonia rangiferina
reinforcement,reinforcing stimulus
reinforcement,reward
reinforcement,strengthener
reissue,reprint
reject,disapproving
reject,rejected
reject,scorned
reject,spurned
reject,decline
reject,disdain
reject,refuse
reject,eliminate
reject,freeze off
reject,pass up
reject,pooh-pooh
reject,resist
reject,rule out
reject,turn away
reject,turn down
reject,winnow out
rejoinder,replication
rejoinder,retort
rejoinder,return
rejoinder,riposte
relapse,lapsed
relapse,fall back
relapse,get worse
relapse,recidivate
relapse,retrogress
relation,relation back
relation,sex act
relation,sexual congress
relation,sexual intercourse
relation,sexual relation
relativity theory,einstein's theory of relativity
relativity theory,theory of relativity
relaxation,relaxation behavior
relaxation,relaxation method
relaxation,repose
relaxation,rest
relaxation,slackening
relay,relay race
relay link,relay station
relay link,relay transmitter
relay station,relay transmitter
release,discharged
release,exhausted
release,free
release,liberated
release,loose
release,published
release,releasing
release,relinquished
release,turned
release,unfrozen
release,expelling
release,issue
release,sack
release,spill
release,spillage
release,tone ending
release,vent
release,waiver
release,bring out
release,eject
release,give up
release,let go
release,let go of
release,put out
release,resign
release,secrete
release,unblock
release,unfreeze
release,unloose
release,unloosen
releasing factor,releasing hormone
releasing factor,rf
releasing factor,rh
releasing hormone,rf
releasing hormone,rh
reliance,trust
relic,souvenir
relief,reliever
relief,relievo
relief,respite
relief,rest
relief,rest period
relief,rilievo
relief,sculptural relief
relief,stand-in
relief,succor
relief,succour
relief pitcher,reliever
relief valve,safety valve
reliever,stand-in
relievo,rilievo
relievo,sculptural relief
religion,religious belief
religiosity,religiousism
religious ceremony,religious ritual
religious order,religious sect
religious order,sect
religious rite,rite
religious sect,sect
religious service,service
religious text,religious writing
religious text,sacred text
religious text,sacred writing
religious writing,sacred text
religious writing,sacred writing
relish,sapidity
relish,savor
relish,savour
relish,tang
relish,zest
relish,bask
relish,enjoy
relocation,resettlement
remainder,remnant
remainder,residuum
remainder,rest
remake,make over
remake,redo
remake,refashion
remand,imprisoned
remand,jailed
remand,remit
remand,immure
remand,incarcerate
remand,put away
remand,put behind bars
remand,send back
remark,noted
remark,noticed
remark,observed
remark,point out
rematch,replay
remedy,amended
remedy,curative
remedy,rectified
remedy,relieved
remedy,therapeutic
remedy,cure
remedy,redress
remedy,remediation
remedy,repair
remilitarisation,remilitarization
remission,remission of sin
remission,remit
remission,remittal
remission,subsidence
remission of sin,remittal
remit,slackening
remit,table
remit,defer
remit,hold over
remit,postpone
remit,prorogue
remit,put off
remit,put over
remit,send back
remit,set back
remit,shelve
remittal,subsidence
remora,suckerfish
remora,sucking fish
remorse,self-reproach
remote-access data processing,teleprocessing
remote station,remote terminal
removal company,removal firm
remuneration,salary
remuneration,wage
renal calculus,urinary calculus
renal vein,vena renalis
render,depicted
render,furnished
render,given
render,giving
render,interpreted
render,pictured
render,returning
render,tried
render,yielding
render,show
render,supply
render,deliver
render,fork out
render,fork over
render,fork up
render,hand over
render,provide
render,submit
render,translate
render,turn in
rendering,rendition
rendering,translation
rendering,version
rendezvous,tryst
renegade state,rogue nation
